1344032819283075072 2020-12-30 05:29:29 +0800 <albertan48> Kelly Loeffler's conflict of interest is even worse than reported.  https://t.co/m5ULCoy1rY via @MotherJones
1317913725454622726 2020-10-19 03:41:32 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1317913162100789248 2020-10-19 03:39:18 +0800 <albertan48> 2020 Presidential Election Polls: Biden vs. Trump  https://t.co/PBSQGp8vFa
1317910624546869249 2020-10-19 03:29:13 +0800 <albertan48> Donald Trump, failure - Palmer Report  https://t.co/yQX339SmXk
1317812423051468801 2020-10-18 20:59:00 +0800 <albertan48> The Ultimate Guide to Google My Business for 2020  https://t.co/o1gahXlcn8
1317800607210639360 2020-10-18 20:12:02 +0800 <albertan48> Russia Has Been Planning To Use Rudy Giuliani To Attack Biden And The Election Since 2019  https://t.co/68cyZQBR39
1317781955644018689 2020-10-18 18:57:56 +0800 <albertan48> The China Ambassador’s Son Who Got Rich in Trump’s Swamp  https://t.co/842jq4wCT6
1317773024817414144 2020-10-18 18:22:26 +0800 <albertan48> Inside the Lincoln Project's campaign against President Trump – 60 Minutes - CBS News  https://t.co/4OSDJxcs96
1317772517591769089 2020-10-18 18:20:25 +0800 <albertan48> The Battleground States Biden and Trump Need to Win 270 - The New York Times  https://t.co/1weyc1eT2v
1317772156634234882 2020-10-18 18:18:59 +0800 <albertan48> President—Forecasting the US 2020 elections | The Economist  https://t.co/830uwqI45o
1317768865233784832 2020-10-18 18:05:55 +0800 <albertan48> "Rigged" author explains how Russia is interfering in the 2020 election today | The Dworkin Report  https://t.co/Tdgod06qCk
1317704183072518145 2020-10-18 13:48:53 +0800 <albertan48> The data is in: Fox News may have kept millions from taking the coronavirus threat seriously - The Washington Post  https://t.co/kn3aeOHHcU
1317703787079815169 2020-10-18 13:47:19 +0800 <albertan48> Fox News Claims It Never Called COVID-19 a Hoax | NowThis - YouTube  https://t.co/JAaeNqyK3c
1317691045442809856 2020-10-18 12:56:41 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1317690540041793538 2020-10-18 12:54:40 +0800 <albertan48> 2020 Presidential Election Polls: Biden vs. Trump  https://t.co/PBSQGp8vFa
1317689537154314240 2020-10-18 12:50:41 +0800 <albertan48> "Unlawful Flight to Avoid Prosecution" - Palmer Report  https://t.co/s57qh0DD7n
1317688904695259136 2020-10-18 12:48:11 +0800 <albertan48> Republican voters are coming out of the woodwork for Joe Biden - Palmer Report  https://t.co/wjN9rcZawk
1317688501693943808 2020-10-18 12:46:34 +0800 <albertan48> Trump Calls The Bidens An ‘Organized Crime Family’—But Here Are His Run-Ins With The Law  https://t.co/YdOd6C41nF
1317687858992328704 2020-10-18 12:44:01 +0800 <albertan48> Donald Trump Has At Least $1 Billion In Debt, More Than Twice The Amount He Suggested  https://t.co/EYoYwR40qy
1317638784960266242 2020-10-18 09:29:01 +0800 <albertan48> Electoral College Interactive Maps: The Road to 270  https://t.co/mbMrLTZFlO
1317637919884988418 2020-10-18 09:25:35 +0800 <albertan48> Donald Trump's day of reckoning is upon us - Palmer Report  https://t.co/ACClQrWSAm
1317613920199176192 2020-10-18 07:50:13 +0800 <albertan48> United States Coronavirus: 8,341,588 Cases and 224,277 Deaths - Worldometer  https://t.co/8HdIx08WiX
1317612077477896192 2020-10-18 07:42:53 +0800 <albertan48> RealClearPolitics - 2020 Election Maps - 2020 Electoral College Map  https://t.co/P9EVwZIlmz
1317597004046888960 2020-10-18 06:43:00 +0800 <albertan48> 2020 Electoral Interactive Map - ABC News  https://t.co/E7oqVMsJc7
1317596181510320128 2020-10-18 06:39:44 +0800 <albertan48> See Say 2020  https://t.co/T72EGj5U9P
1317595785836384256 2020-10-18 06:38:09 +0800 <albertan48> Trump, Biden battle in these regions to win Michigan in 2020 election  https://t.co/bF9m6dZw2F
1317595208276611073 2020-10-18 06:35:52 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1317493361419317250 2020-10-17 23:51:09 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1317492426693505024 2020-10-17 23:47:27 +0800 <albertan48> 2020 Presidential Election Polls: Biden vs. Trump  https://t.co/PBSQGp8vFa
1317491861909458944 2020-10-17 23:45:12 +0800 <albertan48> The smell of desperation - Palmer Report  https://t.co/HdqtyumUxI
1317491718971744256 2020-10-17 23:44:38 +0800 <albertan48> United States Coronavirus: 8,304,539 Cases and 223,876 Deaths - Worldometer  https://t.co/8HdIx08WiX
1317490530025041921 2020-10-17 23:39:54 +0800 <albertan48> Donald Trump threatens to take his ball and go home - Palmer Report  https://t.co/OskuXPCare
1317490079363854337 2020-10-17 23:38:07 +0800 <albertan48> Donald Trump is now facing double trouble  https://t.co/mzXHdygfzL via @PalmerReport
1317340956060872704 2020-10-17 13:45:33 +0800 <albertan48> Small household gatherings helping drive resurgence of COVID-19 in U.S., CDC chief says | CTV News  https://t.co/K7hRhzJCsj
1317340317264224256 2020-10-17 13:43:01 +0800 <albertan48> Justin Trudeau: No Canada border reopening until US controls COVID-19  https://t.co/GTNu2s53AQ
1317283837680918528 2020-10-17 09:58:35 +0800 <albertan48> 2020 Elections: Checking In On the Governors’ Races – Political⚡Charge  https://t.co/LRdOWW4tD9
1317280137222651904 2020-10-17 09:43:53 +0800 <albertan48> President—Forecasting the US 2020 elections | The Economist  https://t.co/830uwqI45o
1317279889293070337 2020-10-17 09:42:54 +0800 <albertan48> Electoral College Interactive Maps: The Road to 270  https://t.co/mbMrLTZFlO
1317279574087012352 2020-10-17 09:41:38 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1317279307077578754 2020-10-17 09:40:35 +0800 <albertan48> 2020 Presidential Election Polls: Biden vs. Trump  https://t.co/PBSQGp8vFa
1317277498011308032 2020-10-17 09:33:24 +0800 <albertan48> United States Coronavirus: 8,288,278 Cases and 223,644 Deaths - Worldometer  https://t.co/8HdIx08WiX
1317152818189357057 2020-10-17 01:17:58 +0800 <albertan48> Poll Watchers and Challengers  https://t.co/vxuGTygQYo
1317152492711333888 2020-10-17 01:16:40 +0800 <albertan48> The chilling dog whistle of the “Army For Trump” - Palmer Report  https://t.co/SOKNCu7hZE
1317151824848113664 2020-10-17 01:14:01 +0800 <albertan48> This is just embarrassing for Donald Trump - Palmer Report  https://t.co/Tu54N3nf0w
1317151459436154881 2020-10-17 01:12:34 +0800 <albertan48> This just keeps getting worse for Donald Trump - Palmer Report  https://t.co/u70bEwo4HU
1317151046649540608 2020-10-17 01:10:55 +0800 <albertan48> United States Coronavirus: 8,235,136 Cases and 223,045 Deaths - Worldometer  https://t.co/8HdIx08WiX
1317150668981817344 2020-10-17 01:09:25 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1317150182446751746 2020-10-17 01:07:29 +0800 <albertan48> 2020 Presidential Election Polls: Biden vs. Trump  https://t.co/PBSQGp8vFa
1316405415509282818 2020-10-14 23:48:03 +0800 <albertan48> Russian spies living among us: Inside the FBI's "Operation Ghost Stories" - CBS News  https://t.co/uKCbCZFZgk
1316404546717900800 2020-10-14 23:44:36 +0800 <albertan48> Electoral College Interactive Maps: The Road to 270  https://t.co/mbMrLTZFlO
1316403942834675712 2020-10-14 23:42:12 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1316403486901170176 2020-10-14 23:40:23 +0800 <albertan48> 2020 Presidential Election Polls: Biden vs. Trump  https://t.co/PBSQGp8vFa
1316400349977083905 2020-10-14 23:27:55 +0800 <albertan48> United States Coronavirus: 8,103,436 Cases and 221,099 Deaths - Worldometer  https://t.co/8HdIx08WiX
1316399968802893826 2020-10-14 23:26:24 +0800 <albertan48> U.S. sees 20 per cent more deaths than expected this year, most due to COVID-19, research finds | CTV News  https://t.co/AUaPTzHBAz
1316399694075973632 2020-10-14 23:25:19 +0800 <albertan48> First case of COVID-19 reinfection in the U.S. indicates virus exposure may not lead to immunity: study | CTV News  https://t.co/7WPSKJnXg2
1316398348853604355 2020-10-14 23:19:58 +0800 <albertan48> Russia: Trump &amp; His Team’s Ties | Congressman Eric Swalwell  https://t.co/qtLkduuLQN
1316396955652685824 2020-10-14 23:14:26 +0800 <albertan48> All of Donald Trump’s Ties to Russia and Putin, in 7 Charts - POLITICO Magazine  https://t.co/Hq6DNtjPam
1316292303955226624 2020-10-14 16:18:35 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1316290819960131587 2020-10-14 16:12:41 +0800 <albertan48> Lindsey Graham hits the panic button - Palmer Report  https://t.co/Yjwp2LJoxW
1316289553318080512 2020-10-14 16:07:39 +0800 <albertan48> The 10 Senate seats most likely to flip, 3 weeks from Election Day - CNNPolitics  https://t.co/1eZX01YFaL
1316247193376878592 2020-10-14 13:19:20 +0800 <albertan48> Trump Accuses Clinton of Deliberately Losing Election So He Could Be Impeached | The New Yorker  https://t.co/avWyp7zjU0
1316238107679682563 2020-10-14 12:43:14 +0800 <albertan48> Home - Save My Vote 2020  https://t.co/8A2uTonlFy
1316219494772076545 2020-10-14 11:29:16 +0800 <albertan48> President—Forecasting the US 2020 elections | The Economist  https://t.co/830uwqI45o
1316219168455233536 2020-10-14 11:27:58 +0800 <albertan48> Biden vs Trump: US presidential election 2020 poll tracker  https://t.co/GDMvamoRIN
1316218614907772929 2020-10-14 11:25:46 +0800 <albertan48> 2020 Electoral College map: Swing states and number of electors | The Independent  https://t.co/1jJnOxzkDE
1316218055043674112 2020-10-14 11:23:33 +0800 <albertan48> 2020 Presidential Election Polls: Biden vs. Trump  https://t.co/PBSQGp8vFa
1316217363272921088 2020-10-14 11:20:48 +0800 <albertan48> Kamala Harris Pressed Amy Coney Barrett On Healthcare  https://t.co/ynPm8w5LdW
1316193206191583232 2020-10-14 09:44:48 +0800 <albertan48> Donald Trump's behavior gets even more deranged at Pennsylvania rally - Palmer Report  https://t.co/oMsSmO85Vx
1316191236844187648 2020-10-14 09:36:59 +0800 <albertan48> Donald Trump's Florida rally was a disaster for him - Palmer Report  https://t.co/l7JtHEWO7Y
1316186020228988928 2020-10-14 09:16:15 +0800 <albertan48> Tracking Covid-19 cases in the US  https://t.co/Xh8Ex1Y2ap
1316185241904529409 2020-10-14 09:13:09 +0800 <albertan48> Covid in the U.S.: Latest Map and Case Count - The New York Times  https://t.co/7Cq5OlCDF6
1316184172025663489 2020-10-14 09:08:54 +0800 <albertan48> United States Coronavirus: 8,089,943 Cases and 220,841 Deaths - Worldometer  https://t.co/8HdIx08WiX
1316045448117841920 2020-10-13 23:57:40 +0800 <albertan48> WATCH: Dick Durbin shuts down Lindsey Graham’s attack on Obamacare at Amy Barrett hearing – Raw Story  https://t.co/kR4CAWofo0
1316043930169827328 2020-10-13 23:51:38 +0800 <albertan48> United States Coronavirus: 8,048,249 Cases and 220,254 Deaths - Worldometer  https://t.co/8HdIx08WiX
1316033306744430592 2020-10-13 23:09:25 +0800 <albertan48> 2020 Presidential Election Polls: Biden vs. Trump  https://t.co/PBSQGp8vFa
1316030131022950402 2020-10-13 22:56:48 +0800 <albertan48> NYC feds declined to pursue Jeffrey Epstein in 2016: sources - New York Daily News  https://t.co/nivsedD1Jk
1316028120453926914 2020-10-13 22:48:49 +0800 <albertan48> United States Coronavirus: 8,044,057 Cases and 220,174 Deaths - Worldometer  https://t.co/8HdIx08WiX
1315885932239704064 2020-10-13 13:23:48 +0800 <albertan48> Donald Trump has complete meltdown about how broke his campaign is - Palmer Report  https://t.co/HF1y76G28o
1315859708742299653 2020-10-13 11:39:36 +0800 <albertan48> Mitch McConnell goes off the rails during Kentucky Senate debate - Palmer Report  https://t.co/5MGQcHqvLT
1315859053453611009 2020-10-13 11:37:00 +0800 <albertan48> Joe Biden just destroyed Donald Trump - Palmer Report  https://t.co/mWhh50pslm
1315858107528957952 2020-10-13 11:33:14 +0800 <albertan48> Use Facebook marketing to grow your business | Udemy  https://t.co/925l29EwZa
1315855700791156736 2020-10-13 11:23:41 +0800 <albertan48> 66 Growth Hacking Tools You Need to Test! | Growth Hackers  https://t.co/2LwewXb70R
1315847526705102848 2020-10-13 10:51:12 +0800 <albertan48> US Election 2020 News: The Electoral College and the 2020 US presidential race | World News - Times of India  https://t.co/Zz7xs4chUn
1315846702943805440 2020-10-13 10:47:55 +0800 <albertan48> CBC News Presidential Poll Tracker  https://t.co/7qkxW8mEX9
1315846280048852994 2020-10-13 10:46:15 +0800 <albertan48> Biden vs Trump: US presidential election 2020 poll tracker  https://t.co/GDMvamoRIN
1315845477938737152 2020-10-13 10:43:03 +0800 <albertan48> 2020 Electoral College map: Swing states and number of electors | The Independent  https://t.co/1jJnOxhJM6
1315844591443046405 2020-10-13 10:39:32 +0800 <albertan48> 2020 Electoral College map: Swing states and number of electors | The Independent  https://t.co/1jJnOxzkDE
1315841800830025728 2020-10-13 10:28:27 +0800 <albertan48> As Covid-19 moves into swing states, is Trump’s campaign in trouble? | US news | The Guardian  https://t.co/OSNk1LzRZL
1315837896214024192 2020-10-13 10:12:56 +0800 <albertan48> Rachel Maddow just nailed it - Palmer Report  https://t.co/Q2Ruv0BCif
1315837512053530624 2020-10-13 10:11:24 +0800 <albertan48> Donald Trump goes berserk after Fox News sells him out - Palmer Report  https://t.co/luvfY6x6jS
1315836228139315200 2020-10-13 10:06:18 +0800 <albertan48> Donald Trump's doctor can't get his lies straight about his latest coronavirus test - Palmer Report  https://t.co/aqe13k7TVW
1315835135804096513 2020-10-13 10:01:58 +0800 <albertan48> Dr. Fauci slams Donald Trump campaign - Palmer Report  https://t.co/2tnsNBzkuX
1315740401936998400 2020-10-13 03:45:31 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1315738368756518912 2020-10-13 03:37:27 +0800 <albertan48> I’m really pissed off now - Palmer Report  https://t.co/bFq2NTm1cy
1315733185938907136 2020-10-13 03:16:51 +0800 <albertan48> OUCH! Sheldon Whitehouse Wipes The Floor With John Cornyn Over Dark Money | Crooks and Liars  https://t.co/uHAcXqKVcN
1315712062257942528 2020-10-13 01:52:55 +0800 <albertan48> Putin Has Kompromat on Other Republicans, Not Just Trump -  https://t.co/LiXNBYBW28  https://t.co/zMbM0neVx1
1315686579810172930 2020-10-13 00:11:39 +0800 <albertan48> Democrats Want Commission to Investigate if Trump Is Fit to Govern: Reports  https://t.co/ZjXeCxt36W
1315686064850305034 2020-10-13 00:09:36 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1315685861313318912 2020-10-13 00:08:48 +0800 <albertan48> 2020 Presidential Election Polls: Biden vs. Trump  https://t.co/PBSQGp8vFa
1315684441138765825 2020-10-13 00:03:09 +0800 <albertan48> Watch: MSNBC Anchor Cuts Interview After White House Spokesperson Refuses to Answer When Trump Last Tested Negative  https://t.co/XmrI4mqfKH
1315535523604168705 2020-10-12 14:11:24 +0800 <albertan48> Mary Trump just nailed it - Palmer Report  https://t.co/tYQs4eIdJz
1315535037656227841 2020-10-12 14:09:29 +0800 <albertan48> This one symptom means you definitely have coronavirus, not the flu | News Break  https://t.co/qyqF4gQ0jI
1315529888783187970 2020-10-12 13:49:01 +0800 <albertan48> (9) What If Fox News Covered Trump the Way It Covered Obama? | NowThis - YouTube  https://t.co/S5Gd3FDJX6
1315527770978484225 2020-10-12 13:40:36 +0800 <albertan48> Fox News Claims It Never Called COVID-19 a Hoax | NowThis - YouTube  https://t.co/JAaeNqyK3c
1315527181536129024 2020-10-12 13:38:16 +0800 <albertan48> Senate Republicans Denounce White House’s Offer for Coronavirus Relief - The New York Times  https://t.co/lFuqlY6lDG
1315502625693917184 2020-10-12 12:00:41 +0800 <albertan48> Disinformation in the 2020 Presidential Election: Latest Updates - The New York Times  https://t.co/ru3G1YDOzB
1315494617651970049 2020-10-12 11:28:52 +0800 <albertan48> United States Coronavirus: 7,991,998 Cases and 219,695 Deaths - Worldometer  https://t.co/8HdIx08WiX
1315444961895092225 2020-10-12 08:11:33 +0800 <albertan48> Trump is desperately trying to score a win before election day – so he’s turning to Putin for help – Raw Story  https://t.co/1uePwVfABh
1315443246084943872 2020-10-12 08:04:44 +0800 <albertan48> This is devastating to Donald Trump - Palmer Report  https://t.co/FWY7Wva7T2
1315442418678820866 2020-10-12 08:01:27 +0800 <albertan48> Tax records show 200 entities funneled money to Trump properties while reaping benefits from White House: NYT | TheHill  https://t.co/d7CaYiIDCE
1315436630912593920 2020-10-12 07:38:27 +0800 <albertan48> trump russia charts - Google Search  https://t.co/mNgbKslGzH
1315436480567758848 2020-10-12 07:37:51 +0800 <albertan48> How Russia Helped Swing the Election for Trump | The New Yorker  https://t.co/jVGPTdPRqC
1315436164002713600 2020-10-12 07:36:35 +0800 <albertan48> 80 times Trump talked about Putin -  https://t.co/5O7wVU7jKn  https://t.co/mSqnnRI4kC
1315434064476659712 2020-10-12 07:28:15 +0800 <albertan48> Twitter cracks down on Donald Trump - Palmer Report  https://t.co/TFIdPVXJVC
